0.2872	0.0079	0.2888
0.2320	0.0080	0.2336
0.2575	0.0076	0.2590
0.2204	0.0082	0.2221
0.2791	0.0081	0.2807
0.2423	0.0075	0.2438
0.2782	0.0080	0.2798
0.2753	0.0076	0.2768
0.2404	0.0073	0.2419
0.2416	0.0074	0.2430
0.2394	0.0073	0.2409
0.2884	0.0076	0.2899
0.2498	0.0074	0.2512
0.2812	0.0074	0.2827
0.2566	0.0074	0.2581
0.2423	0.0078	0.2439
0.2411	0.0072	0.2425
0.2291	0.0070	0.2305
0.2466	0.0076	0.2481
0.2743	0.0073	0.2757
0.2480	0.0069	0.2493
0.2597	0.0073	0.2612
0.2841	0.0069	0.2855
0.2805	0.0069	0.2818
0.2554	0.0066	0.2567
0.2702	0.0073	0.2717
0.2681	0.0071	0.2696
0.2756	0.0074	0.2771
0.2463	0.0073	0.2477
0.2366	0.0066	0.2379
0.2676	0.0068	0.2689
0.2352	0.0066	0.2365
0.2574	0.0064	0.2587
0.2401	0.0071	0.2415
0.2363	0.0072	0.2378
0.2556	0.0066	0.2569
0.2550	0.0067	0.2563
